"ID Científico","Nombre Completo","Especialidad","Grado Académico","Institución","País","Nivel de Acceso","Estado","Correo Electrónico","Fecha Nacimiento","Fecha Ingreso","Publicaciones"
"CE-85900","Roberto Díaz Castillo","Genética Forense","Ph.D. en Química","Universidad Tecnológica de Pereira","Venezuela","NIVEL-5 Umbra","En revisión","roberto.díaz.castill@hcf-research.net","01/01/1991","26/07/2021","64"
"CE-88902","Valeria González Mendoza","Farmacología Experimental","M.Sc. Genómica","Universidad del Valle","Uruguay","NIVEL-5 Umbra","Activo","valeria.gonzález.men@umbrella-corp.com","24/08/1968","25/09/2017","42"
"CE-62714","Andrés Martínez Mendoza","Farmacología Experimental","Ph.D. en Ciencias Biológicas","Universidad del Cauca","España","NIVEL-4 Secreto","Activo","andrés.martínez.mend@umbrella-corp.com","16/01/1989","16/12/2011","50"
"CE-12086","Camila Herrera González","Genética Forense","M.Sc. Genómica","Universidad Industrial de Santander","España","NIVEL-1 Básico","Activo","camila.herrera.gonzá@umbrella-corp.com","09/02/1964","01/10/2012","63"
"CE-38227","Sergio Mendoza Cruz","Oncología Molecular","Ph.D. en Química","Universidad de los Andes","México","NIVEL-2 Restringido","Activo","sergio.mendoza.cruz@nest-lab.org","18/09/1971","05/02/2013","98"
"CE-76662","Claudia Jiménez Cruz","Bioquímica Estructural","Doctorado en Medicina","CINARA","Brasil","NIVEL-3 Confidencial","En revisión","claudia.jiménez.cruz@umbrella-corp.com","21/01/1989","10/11/2017","118"
"CE-87841","Isabela Vargas Ríos","Virología Molecular","Ph.D. Bioinformática","Universidad de los Andes","Colombia","NIVEL-3 Confidencial","Activo","isabela.vargas.ríos@arklay-science.com","17/10/1992","03/11/2017","115"
"CE-12779","Sofía García Muñoz","Farmacología Experimental","M.D. Ph.D.","CINARA","Venezuela","NIVEL-5 Umbra","Activo","sofía.garcía.muñoz@hcf-research.net","13/06/1977","20/07/2023","85"
"CE-27836","Miguel Romero Mendoza","Criobiología","Doctorado en Biología Molecular","Centro Internacional de Agricultura Tropical","Ecuador","NIVEL-5 Umbra","Suspendido","miguel.romero.mendoz@progenitor.edu","08/10/1964","07/03/2017","23"
"CE-54118","Valentina Reyes Ortega","Parasitología Molecular","M.Sc. Genómica","Instituto Nacional de Salud","México","NIVEL-4 Secreto","En revisión","valentina.reyes.orte@hcf-research.net","25/07/1969","16/01/2022","21"
"CE-28947","Claudia Ramos Castillo","Inmunología Avanzada","M.D. Ph.D.","Universidad del Valle","Uruguay","NIVEL-2 Restringido","Activo","claudia.ramos.castil@hcf-research.net","20/12/1963","13/10/2014","46"
"CE-81448","Natalia Medina Medina","Bioquímica Estructural","Ph.D. en Neurociencias","Universidad del Valle","Venezuela","NIVEL-1 Básico","En revisión","natalia.medina.medin@umbrella-corp.com","07/10/1965","09/02/2022","66"
"CE-22687","Claudia Fernández Salazar","Inmunología Avanzada","Ph.D. en Neurociencias","Universidad de los Andes","Perú","NIVEL-1 Básico","Suspendido","claudia.fernández.sa@umbrella-corp.com","22/03/1995","24/07/2017","72"
"CE-19345","Felipe Muñoz Delgado","Neurociencias","Doctorado en Biología Molecular","Instituto Humboldt","Argentina","NIVEL-3 Confidencial","Activo","felipe.muñoz.delgado@arklay-science.com","18/04/1978","19/11/2023","15"
"CE-63443","Paula Vargas Mendoza","Farmacología Experimental","Ph.D. Bioinformática","Instituto Humboldt","Uruguay","NIVEL-5 Umbra","Activo","paula.vargas.mendoza@arklay-science.com","04/03/1989","27/07/2022","65"
"CE-87402","Sergio Morales Guerrero","Toxicología Ambiental","M.D. Ph.D.","Universidad Tecnológica de Pereira","España","NIVEL-4 Secreto","En revisión","sergio.morales.guerr@hcf-research.net","11/06/1961","17/10/2016","112"
"CE-47748","Luis García Castillo","Inmunología Avanzada","M.Sc. Genómica","Universidad Tecnológica de Pereira","Argentina","NIVEL-4 Secreto","Activo","luis.garcía.castillo@nest-lab.org","09/10/1972","11/12/2019","24"
"CE-44807","Héctor González Morales","Nanotecnología Biomédica","M.Sc. Genómica","Universidad del Cauca","Venezuela","NIVEL-4 Secreto","Suspendido","héctor.gonzález.mora@umbrella-corp.com","16/04/1977","24/11/2013","47"
"CE-80011","Valeria Medina López","Inmunología Avanzada","Ph.D. en Química","Universidad del Valle","Venezuela","NIVEL-4 Secreto","Suspendido","valeria.medina.lópez@nest-lab.org","06/04/1979","11/11/2015","5"
"CE-93230","Daniela Pérez Ramos","Neurociencias","Doctorado en Microbiología","Instituto Nacional de Salud","Chile","NIVEL-5 Umbra","Activo","daniela.pérez.ramos@progenitor.edu","02/03/1983","20/05/2010","79"
"CE-78995","María Muñoz Herrera","Criobiología","M.D. Ph.D.","Universidad Tecnológica de Pereira","México","NIVEL-1 Básico","Activo","maría.muñoz.herrera@progenitor.edu","20/01/1972","08/11/2010","90"
"CE-95400","Felipe López Castillo","Genética Forense","Ph.D. en Farmacología","Instituto Humboldt","Argentina","NIVEL-1 Básico","Activo","felipe.lópez.castill@progenitor.edu","10/04/1962","22/09/2010","49"
"CE-54071","Roberto Guerrero Herrera","Toxicología Ambiental","M.Sc. Genómica","Universidad de los Andes","España","NIVEL-2 Restringido","En revisión","roberto.guerrero.her@hcf-research.net","13/06/1969","23/12/2014","36"
"CE-15806","Ramón Mendoza Torres","Microbiología Clínica","Ph.D. en Bioquímica","CINARA","España","NIVEL-3 Confidencial","Suspendido","ramón.mendoza.torres@hcf-research.net","16/09/1974","05/02/2019","107"
"CE-12990","Ricardo Ríos Rodríguez","Farmacología Experimental","M.Sc. Biotecnología","Universidad Tecnológica de Pereira","Venezuela","NIVEL-1 Básico","Activo","ricardo.ríos.rodrígu@nest-lab.org","15/09/1987","07/02/2011","3"
"CE-78491","Andrés Ramos Muñoz","Criobiología","M.D. Ph.D.","Universidad Industrial de Santander","Perú","NIVEL-5 Umbra","En revisión","andrés.ramos.muñoz@hcf-research.net","21/03/1962","03/12/2016","40"
"CE-40532","Camila Ruiz Muñoz","Parasitología Molecular","Doctorado en Biología Molecular","Universidad del Valle","Perú","NIVEL-2 Restringido","Suspendido","camila.ruiz.muñoz@umbrella-corp.com","03/10/1969","18/02/2011","86"
"CE-62898","Laura Castro Guerrero","Inmunología Avanzada","M.D. Ph.D.","Universidad Tecnológica de Pereira","México","NIVEL-4 Secreto","Suspendido","laura.castro.guerrer@umbrella-corp.com","04/08/1963","11/01/2018","99"
"CE-43489","Ramón Cruz Ríos","Inmunología Avanzada","Ph.D. en Ciencias Biológicas","Universidad de Antioquia","Perú","NIVEL-3 Confidencial","Activo","ramón.cruz.ríos@hcf-research.net","28/05/1986","02/03/2020","91"
"CE-48186","Manuel Castro Guerrero","Nanotecnología Biomédica","Doctorado en Microbiología","Pontificia Universidad Javeriana","Argentina","NIVEL-2 Restringido","Activo","manuel.castro.guerre@nest-lab.org","28/11/1979","26/05/2015","65"
"CE-80918","Carlos Ortega Delgado","Microbiología Clínica","Doctorado en Medicina","Centro Internacional de Agricultura Tropical","Venezuela","NIVEL-2 Restringido","Activo","carlos.ortega.delgad@nest-lab.org","17/06/1961","12/04/2015","90"
"CE-52814","Iván Vargas Herrera","Genética Forense","Doctorado en Medicina","Universidad Industrial de Santander","Venezuela","NIVEL-5 Umbra","Suspendido","iván.vargas.herrera@hcf-research.net","21/11/1992","10/08/2014","36"
"CE-92510","Patricia Pérez García","Genética Forense","Doctorado en Microbiología","Instituto Humboldt","Chile","NIVEL-4 Secreto","En revisión","patricia.pérez.garcí@arklay-science.com","14/03/1973","10/02/2013","119"
"CE-65850","Ricardo Muñoz Cruz","Bioquímica Estructural","Ph.D. Bioinformática","Universidad Industrial de Santander","Perú","NIVEL-5 Umbra","Activo","ricardo.muñoz.cruz@umbrella-corp.com","16/03/1982","22/11/2010","117"
"CE-15367","Héctor Castillo Sánchez","Biología Sintética","Ph.D. Bioinformática","Universidad del Cauca","Chile","NIVEL-1 Básico","Suspendido","héctor.castillo.sánc@nest-lab.org","05/01/1989","11/12/2012","26"
"CE-72980","Camila García Fernández","Virología Molecular","M.D. Ph.D.","Instituto Nacional de Salud","México","NIVEL-3 Confidencial","Activo","camila.garcía.fernán@umbrella-corp.com","10/04/1985","21/02/2010","120"
"CE-64121","Miguel Mendoza López","Bioquímica Estructural","Doctorado en Biología Molecular","CINARA","Colombia","NIVEL-2 Restringido","En revisión","miguel.mendoza.lópez@progenitor.edu","15/01/1967","06/07/2019","97"
"CE-71296","Paula Delgado Castillo","Neurociencias","Doctorado en Medicina","Universidad del Cauca","Ecuador","NIVEL-5 Umbra","Activo","paula.delgado.castil@progenitor.edu","23/12/1993","10/05/2020","79"
"CE-55235","Diego Ríos Reyes","Genética Forense","M.Sc. Genómica","UNAL Medellín","Argentina","NIVEL-1 Básico","Suspendido","diego.ríos.reyes@progenitor.edu","09/11/1989","18/03/2010","101"
"CE-96599","Rosa Herrera Guerrero","Bioquímica Estructural","Doctorado en Medicina","Universidad de los Andes","Ecuador","NIVEL-2 Restringido","Activo","rosa.herrera.guerrer@hcf-research.net","20/04/1994","11/12/2021","116"
"CE-31715","Daniela Romero González","Neurociencias","Ph.D. en Neurociencias","Universidad del Cauca","Brasil","NIVEL-3 Confidencial","En revisión","daniela.romero.gonzá@arklay-science.com","22/06/1965","05/03/2011","80"
"CE-26451","Alejandro Delgado Morales","Epidemiología Computacional","Ph.D. en Farmacología","Instituto Humboldt","Colombia","NIVEL-2 Restringido","Activo","alejandro.delgado.mo@umbrella-corp.com","01/06/1978","06/01/2018","94"
"CE-51526","Natalia Delgado Ortega","Toxicología Ambiental","Ph.D. Bioinformática","Universidad Industrial de Santander","Argentina","NIVEL-2 Restringido","Activo","natalia.delgado.orte@arklay-science.com","21/11/1967","28/08/2020","52"
"CE-85978","Pablo Pérez Pérez","Inmunología Avanzada","Ph.D. Bioinformática","Universidad Industrial de Santander","Chile","NIVEL-1 Básico","Suspendido","pablo.pérez.pérez@arklay-science.com","02/08/1969","10/06/2017","113"
"CE-15129","Fernando Salazar Medina","Farmacología Experimental","Doctorado en Biología Molecular","Universidad del Cauca","Chile","NIVEL-3 Confidencial","En revisión","fernando.salazar.med@nest-lab.org","22/05/1971","16/11/2023","72"
"CE-58431","Gustavo Romero Pérez","Biología Sintética","M.D. Ph.D.","CINARA","Venezuela","NIVEL-4 Secreto","En revisión","gustavo.romero.pérez@hcf-research.net","23/12/1988","19/05/2011","68"
"CE-55229","Paula Mendoza Mendoza","Toxicología Ambiental","M.D. Ph.D.","Instituto Nacional de Salud","Brasil","NIVEL-1 Básico","Activo","paula.mendoza.mendoz@umbrella-corp.com","06/01/1976","03/02/2020","80"
"CE-24490","Héctor López Guerrero","Epidemiología Computacional","Doctorado en Biología Molecular","UNAL Medellín","Perú","NIVEL-3 Confidencial","En revisión","héctor.lópez.guerrer@progenitor.edu","10/07/1981","03/09/2013","18"
"CE-64359","Miguel Reyes Morales","Biotecnología Genómica","Ph.D. Bioinformática","Centro Internacional de Agricultura Tropical","Argentina","NIVEL-1 Básico","En revisión","miguel.reyes.morales@umbrella-corp.com","17/08/1985","20/12/2019","52"
"CE-45140","Daniela Rodríguez Mendoza","Neurociencias","Doctorado en Biología Molecular","Universidad Tecnológica de Pereira","Chile","NIVEL-5 Umbra","Activo","daniela.rodríguez.me@hcf-research.net","16/05/1974","06/02/2012","115"
"CE-69166","Felipe González Vega","Neurociencias","Ph.D. en Bioquímica","Universidad Nacional de Colombia","México","NIVEL-2 Restringido","Activo","felipe.gonzález.vega@hcf-research.net","24/05/1991","08/09/2012","43"
"CE-16052","Valentina Romero Mendoza","Biología Sintética","Ph.D. Bioinformática","Universidad Tecnológica de Pereira","México","NIVEL-2 Restringido","Activo","valentina.romero.men@progenitor.edu","22/08/1965","28/07/2018","85"
"CE-92707","Alberto Salazar Castillo","Neurociencias","Ph.D. en Neurociencias","Universidad de Córdoba","España","NIVEL-2 Restringido","Activo","alberto.salazar.cast@nest-lab.org","10/02/1973","08/05/2014","98"
"CE-65945","Camila Rodríguez Castillo","Inmunología Avanzada","Ph.D. en Química","Universidad del Valle","Ecuador","NIVEL-1 Básico","Activo","camila.rodríguez.cas@hcf-research.net","03/08/1960","07/06/2018","50"
"CE-75939","Alberto González Torres","Toxicología Ambiental","Ph.D. Bioinformática","Universidad de Antioquia","Perú","NIVEL-3 Confidencial","Suspendido","alberto.gonzález.tor@hcf-research.net","28/11/1978","20/03/2017","41"
"CE-86625","Ricardo Castillo Castro","Criobiología","Doctorado en Medicina","Universidad del Valle","Venezuela","NIVEL-3 Confidencial","Activo","ricardo.castillo.cas@progenitor.edu","27/08/1995","11/01/2021","56"
"CE-77316","Alberto Medina Ramos","Epidemiología Computacional","Doctorado en Microbiología","Universidad de los Andes","México","NIVEL-1 Básico","Activo","alberto.medina.ramos@umbrella-corp.com","21/07/1969","15/07/2022","72"
"CE-83911","Camila González Torres","Toxicología Ambiental","Ph.D. en Neurociencias","Pontificia Universidad Javeriana","Perú","NIVEL-4 Secreto","En revisión","camila.gonzález.torr@arklay-science.com","11/08/1963","08/07/2015","12"
"CE-47734","Jorge Castillo Reyes","Criobiología","Ph.D. en Neurociencias","Universidad del Valle","Colombia","NIVEL-1 Básico","Suspendido","jorge.castillo.reyes@hcf-research.net","12/07/1990","05/08/2016","95"
"CE-22026","Andrés Guerrero Guerrero","Nanotecnología Biomédica","M.D. Ph.D.","Universidad del Valle","Brasil","NIVEL-3 Confidencial","Suspendido","andrés.guerrero.guer@nest-lab.org","09/11/1989","06/10/2012","22"
"CE-29924","Pablo Castillo Pérez","Bioquímica Estructural","Ph.D. en Bioquímica","Centro Internacional de Agricultura Tropical","Uruguay","NIVEL-1 Básico","Activo","pablo.castillo.pérez@umbrella-corp.com","14/08/1994","19/03/2020","2"
"CE-88178","Ricardo Torres Fernández","Microbiología Clínica","Ph.D. en Ciencias Biológicas","Universidad de los Andes","Colombia","NIVEL-5 Umbra","En revisión","ricardo.torres.ferná@hcf-research.net","09/08/1979","04/04/2013","11"
"CE-33503","Alejandro Romero Ríos","Oncología Molecular","Ph.D. en Bioquímica","Instituto Humboldt","Perú","NIVEL-5 Umbra","Activo","alejandro.romero.río@hcf-research.net","27/06/1991","05/06/2019","85"
"CE-73871","Jorge Romero García","Biología Sintética","M.D. Ph.D.","Centro Internacional de Agricultura Tropical","Perú","NIVEL-2 Restringido","Suspendido","jorge.romero.garcía@nest-lab.org","14/10/1991","21/09/2020","80"
"CE-27700","Elena Herrera Mendoza","Parasitología Molecular","Ph.D. en Neurociencias","Universidad Nacional de Colombia","Ecuador","NIVEL-3 Confidencial","Activo","elena.herrera.mendoz@nest-lab.org","26/06/1995","26/06/2012","71"
"CE-17005","Alejandro Reyes Díaz","Virología Molecular","Doctorado en Microbiología","Instituto Nacional de Salud","Argentina","NIVEL-2 Restringido","Activo","alejandro.reyes.díaz@hcf-research.net","23/09/1979","20/07/2015","66"
"CE-85580","Ricardo García González","Genética Forense","Doctorado en Microbiología","Centro Internacional de Agricultura Tropical","Ecuador","NIVEL-5 Umbra","Activo","ricardo.garcía.gonzá@hcf-research.net","04/12/1970","20/03/2023","77"
"CE-14982","Gustavo Castro Romero","Biotecnología Genómica","Doctorado en Biología Molecular","Instituto Nacional de Salud","Colombia","NIVEL-2 Restringido","Activo","gustavo.castro.romer@nest-lab.org","18/11/1976","14/11/2013","71"
"CE-16738","Andrea Sánchez Ortega","Genética Forense","Ph.D. en Farmacología","CINARA","Perú","NIVEL-2 Restringido","Suspendido","andrea.sánchez.orteg@arklay-science.com","26/11/1964","19/01/2011","68"
"CE-35632","Catalina Ruiz Romero","Oncología Molecular","M.Sc. Biotecnología","Universidad Industrial de Santander","Argentina","NIVEL-5 Umbra","Activo","catalina.ruiz.romero@nest-lab.org","01/10/1969","11/07/2023","33"
"CE-95221","Laura Ríos Vargas","Epidemiología Computacional","Doctorado en Biología Molecular","Universidad Tecnológica de Pereira","Perú","NIVEL-2 Restringido","En revisión","laura.ríos.vargas@hcf-research.net","23/05/1992","23/11/2022","47"
"CE-44960","Paula Rodríguez Castillo","Nanotecnología Biomédica","M.Sc. Genómica","Universidad Tecnológica de Pereira","España","NIVEL-5 Umbra","Activo","paula.rodríguez.cast@arklay-science.com","06/02/1994","22/08/2010","24"
"CE-45917","Patricia Muñoz Pérez","Toxicología Ambiental","Ph.D. Bioinformática","CINARA","México","NIVEL-1 Básico","Activo","patricia.muñoz.pérez@progenitor.edu","12/06/1963","26/04/2015","71"
"CE-37252","Elena Martínez Ortega","Virología Molecular","M.Sc. Biotecnología","Universidad de los Andes","Brasil","NIVEL-5 Umbra","En revisión","elena.martínez.orteg@progenitor.edu","02/04/1978","14/09/2018","2"
"CE-65739","María Ortega Cruz","Nanotecnología Biomédica","M.D. Ph.D.","Universidad Tecnológica de Pereira","Ecuador","NIVEL-2 Restringido","Activo","maría.ortega.cruz@hcf-research.net","06/07/1987","25/05/2013","73"
"CE-99919","Manuel Ríos Guerrero","Virología Molecular","Ph.D. en Neurociencias","Colciencias","Brasil","NIVEL-2 Restringido","Activo","manuel.ríos.guerrero@hcf-research.net","23/06/1988","26/11/2018","96"
"CE-89303","Sofía Delgado Reyes","Farmacología Experimental","M.Sc. Genómica","Universidad de Córdoba","Colombia","NIVEL-1 Básico","Activo","sofía.delgado.reyes@arklay-science.com","25/03/1982","19/01/2016","107"
"CE-92204","Daniela Sánchez Díaz","Nanotecnología Biomédica","Ph.D. Bioinformática","Colciencias","Ecuador","NIVEL-4 Secreto","Activo","daniela.sánchez.díaz@arklay-science.com","09/06/1988","14/10/2012","112"
"CE-68368","Valeria Castillo Ruiz","Oncología Molecular","Ph.D. en Neurociencias","Universidad del Valle","Chile","NIVEL-2 Restringido","En revisión","valeria.castillo.rui@nest-lab.org","28/02/1993","25/06/2019","67"
"CE-59959","Carlos Herrera Ruiz","Inmunología Avanzada","Ph.D. en Farmacología","Universidad de Córdoba","Brasil","NIVEL-4 Secreto","Suspendido","carlos.herrera.ruiz@hcf-research.net","25/09/1979","10/12/2013","78"
"CE-41550","Rosa Guerrero Rodríguez","Neurociencias","Ph.D. en Bioquímica","Centro Internacional de Agricultura Tropical","Ecuador","NIVEL-2 Restringido","Activo","rosa.guerrero.rodríg@arklay-science.com","25/06/1967","26/05/2017","23"
"CE-99610","Alberto Ruiz Torres","Epidemiología Computacional","Ph.D. en Farmacología","Pontificia Universidad Javeriana","Uruguay","NIVEL-4 Secreto","En revisión","alberto.ruiz.torres@progenitor.edu","13/04/1993","10/06/2022","109"
"CE-34582","Claudia Castro Morales","Biología Sintética","Doctorado en Biología Molecular","Universidad del Cauca","España","NIVEL-5 Umbra","En revisión","claudia.castro.moral@nest-lab.org","22/08/1986","20/07/2018","43"
"CE-89429","Sofía Díaz Díaz","Microbiología Clínica","Doctorado en Biología Molecular","Universidad del Cauca","México","NIVEL-1 Básico","Suspendido","sofía.díaz.díaz@progenitor.edu","17/01/1976","10/07/2016","38"
"CE-73684","Iván Reyes Vargas","Farmacología Experimental","M.Sc. Genómica","Universidad del Cauca","Venezuela","NIVEL-3 Confidencial","Activo","iván.reyes.vargas@hcf-research.net","21/09/1967","21/08/2020","108"
"CE-76968","Ramón Vega Vega","Inmunología Avanzada","M.D. Ph.D.","Universidad de Córdoba","Brasil","NIVEL-4 Secreto","Activo","ramón.vega.vega@umbrella-corp.com","18/11/1985","26/02/2022","47"
"CE-15858","Mariana Ruiz Vega","Virología Molecular","Doctorado en Microbiología","Universidad Industrial de Santander","Chile","NIVEL-3 Confidencial","Activo","mariana.ruiz.vega@hcf-research.net","13/12/1990","11/02/2013","60"
"CE-39926","Carlos García Muñoz","Farmacología Experimental","M.D. Ph.D.","Universidad del Cauca","Venezuela","NIVEL-3 Confidencial","En revisión","carlos.garcía.muñoz@hcf-research.net","21/09/1982","06/10/2016","3"
"CE-56637","Rosa Castro Romero","Biología Sintética","M.Sc. Biotecnología","Universidad del Cauca","Ecuador","NIVEL-2 Restringido","Activo","rosa.castro.romero@arklay-science.com","06/02/1983","26/02/2010","79"
"CE-39351","Paula Romero Muñoz","Bioquímica Estructural","Ph.D. en Ciencias Biológicas","Colciencias","Perú","NIVEL-1 Básico","Activo","paula.romero.muñoz@hcf-research.net","21/02/1973","22/02/2015","50"
"CE-51963","Daniela Medina Morales","Farmacología Experimental","Doctorado en Biología Molecular","Instituto Humboldt","Ecuador","NIVEL-1 Básico","Activo","daniela.medina.moral@umbrella-corp.com","08/07/1962","13/08/2021","53"
"CE-86676","Felipe Ríos Sánchez","Microbiología Clínica","Ph.D. en Farmacología","Universidad de Antioquia","Ecuador","NIVEL-5 Umbra","Activo","felipe.ríos.sánchez@progenitor.edu","22/10/1971","04/08/2023","75"
"CE-47370","Catalina López Sánchez","Toxicología Ambiental","Ph.D. en Bioquímica","Universidad del Valle","Brasil","NIVEL-5 Umbra","Activo","catalina.lópez.sánch@nest-lab.org","19/10/1984","19/04/2011","104"
"CE-56153","Sergio Morales González","Nanotecnología Biomédica","M.Sc. Biotecnología","Universidad del Cauca","Uruguay","NIVEL-3 Confidencial","Suspendido","sergio.morales.gonzá@arklay-science.com","04/07/1973","15/02/2017","118"
"CE-96982","Natalia Muñoz Salazar","Biotecnología Genómica","M.Sc. Genómica","Pontificia Universidad Javeriana","Colombia","NIVEL-1 Básico","Activo","natalia.muñoz.salaza@arklay-science.com","03/06/1975","28/07/2017","31"
"CE-63569","Carlos Castro Pérez","Parasitología Molecular","Ph.D. en Química","Universidad de los Andes","Chile","NIVEL-2 Restringido","Activo","carlos.castro.pérez@progenitor.edu","21/03/1964","08/08/2017","62"
"CE-38464","Daniela Ramos Cruz","Parasitología Molecular","Ph.D. en Neurociencias","Instituto Nacional de Salud","Perú","NIVEL-4 Secreto","En revisión","daniela.ramos.cruz@progenitor.edu","07/09/1987","24/04/2015","33"
"CE-51587","Catalina Ruiz González","Genética Forense","Ph.D. en Ciencias Biológicas","Centro Internacional de Agricultura Tropical","Chile","NIVEL-1 Básico","Activo","catalina.ruiz.gonzál@hcf-research.net","04/08/1969","08/08/2010","82"
"CE-10252","Felipe Martínez Martínez","Biología Sintética","Ph.D. en Farmacología","CINARA","Uruguay","NIVEL-2 Restringido","Activo","felipe.martínez.mart@umbrella-corp.com","10/03/1961","10/12/2016","108"
"CE-25286","Luis Vega González","Nanotecnología Biomédica","Ph.D. en Química","UNAL Medellín","Ecuador","NIVEL-4 Secreto","Activo","luis.vega.gonzález@progenitor.edu","23/02/1986","08/12/2021","38"
"CE-83569","Andrés González Fernández","Biología Sintética","Doctorado en Biología Molecular","Universidad de Córdoba","Chile","NIVEL-1 Básico","Activo","andrés.gonzález.fern@arklay-science.com","05/09/1986","06/05/2018","59"
"CE-50164","Pablo Torres Ortega","Epidemiología Computacional","Doctorado en Medicina","CINARA","España","NIVEL-3 Confidencial","Activo","pablo.torres.ortega@umbrella-corp.com","28/11/1973","13/09/2015","96"
"CE-96467","Patricia Ruiz Herrera","Inmunología Avanzada","Ph.D. en Farmacología","Universidad de Antioquia","Uruguay","NIVEL-5 Umbra","Suspendido","patricia.ruiz.herrer@hcf-research.net","17/08/1961","02/06/2018","61"
"CE-95874","Paola Díaz Torres","Virología Molecular","M.D. Ph.D.","Universidad del Cauca","España","NIVEL-2 Restringido","Suspendido","paola.díaz.torres@umbrella-corp.com","27/12/1994","28/06/2017","92"
"CE-23314","Mariana Vargas Guerrero","Inmunología Avanzada","M.D. Ph.D.","Universidad de Córdoba","Venezuela","NIVEL-5 Umbra","Activo","mariana.vargas.guerr@umbrella-corp.com","03/01/1989","13/03/2019","99"
"CE-54894","Alejandro Torres González","Oncología Molecular","Ph.D. en Química","Universidad de Antioquia","Chile","NIVEL-1 Básico","Suspendido","alejandro.torres.gon@umbrella-corp.com","21/08/1995","08/10/2014","106"
"CE-31182","Rosa Vargas Díaz","Genética Forense","M.Sc. Genómica","Universidad del Valle","México","NIVEL-3 Confidencial","Activo","rosa.vargas.díaz@nest-lab.org","04/09/1974","20/02/2014","7"
"CE-88428","Manuel Torres Vargas","Nanotecnología Biomédica","Ph.D. Bioinformática","Universidad Nacional de Colombia","Ecuador","NIVEL-4 Secreto","Activo","manuel.torres.vargas@arklay-science.com","06/09/1976","07/12/2014","101"
"CE-40112","Gabriela Ramos Ramos","Biología Sintética","Ph.D. en Farmacología","CINARA","Chile","NIVEL-2 Restringido","Activo","gabriela.ramos.ramos@umbrella-corp.com","23/06/1962","21/12/2021","29"
"CE-36793","Manuel Ríos Romero","Oncología Molecular","Doctorado en Biología Molecular","UNAL Medellín","Ecuador","NIVEL-5 Umbra","En revisión","manuel.ríos.romero@nest-lab.org","23/11/1990","21/01/2022","102"
"CE-72414","Gabriela Muñoz Castro","Microbiología Clínica","Doctorado en Medicina","Colciencias","Perú","NIVEL-5 Umbra","Activo","gabriela.muñoz.castr@progenitor.edu","09/08/1995","26/03/2011","40"
"CE-57560","Paola Delgado Ríos","Toxicología Ambiental","M.Sc. Genómica","Colciencias","Uruguay","NIVEL-1 Básico","Activo","paola.delgado.ríos@hcf-research.net","16/01/1964","25/04/2018","80"
"CE-38383","Héctor Guerrero Romero","Bioquímica Estructural","Ph.D. Bioinformática","CINARA","Argentina","NIVEL-2 Restringido","Activo","héctor.guerrero.rome@hcf-research.net","08/06/1979","17/04/2014","96"
"CE-97996","Isabela Fernández Mendoza","Inmunología Avanzada","Ph.D. en Bioquímica","Colciencias","Chile","NIVEL-2 Restringido","En revisión","isabela.fernández.me@progenitor.edu","02/10/1993","11/07/2023","73"
"CE-43821","Carlos Medina Mendoza","Oncología Molecular","Ph.D. en Ciencias Biológicas","Universidad Nacional de Colombia","Venezuela","NIVEL-2 Restringido","Activo","carlos.medina.mendoz@hcf-research.net","09/06/1995","03/06/2017","58"
"CE-24442","Paula Ríos Castillo","Biotecnología Genómica","Ph.D. en Bioquímica","Universidad Industrial de Santander","Venezuela","NIVEL-4 Secreto","Suspendido","paula.ríos.castillo@progenitor.edu","08/07/1962","03/07/2016","10"
"CE-55777","Elena González Pérez","Genética Forense","Ph.D. Bioinformática","Universidad del Valle","Argentina","NIVEL-3 Confidencial","Suspendido","elena.gonzález.pérez@arklay-science.com","01/09/1985","19/02/2010","75"
"CE-55096","Lucía Reyes Romero","Bioquímica Estructural","Doctorado en Medicina","Universidad Nacional de Colombia","Venezuela","NIVEL-1 Básico","Activo","lucía.reyes.romero@arklay-science.com","07/10/1988","10/12/2012","11"
"CE-46850","Andrés Castillo Romero","Criobiología","Ph.D. en Ciencias Biológicas","Universidad del Valle","Uruguay","NIVEL-3 Confidencial","Suspendido","andrés.castillo.rome@umbrella-corp.com","18/04/1987","01/05/2021","44"
"CE-45158","Lucía López Cruz","Virología Molecular","Doctorado en Microbiología","Universidad Nacional de Colombia","Chile","NIVEL-4 Secreto","Activo","lucía.lópez.cruz@hcf-research.net","27/10/1964","11/07/2018","22"
"CE-32242","Andrea Herrera Castillo","Bioquímica Estructural","M.Sc. Biotecnología","Pontificia Universidad Javeriana","Uruguay","NIVEL-2 Restringido","Activo","andrea.herrera.casti@hcf-research.net","27/09/1994","28/01/2022","65"
"CE-97445","Héctor Vargas Ortega","Epidemiología Computacional","Doctorado en Medicina","Universidad Industrial de Santander","Ecuador","NIVEL-3 Confidencial","Suspendido","héctor.vargas.ortega@progenitor.edu","13/08/1973","08/01/2021","16"
"CE-59580","Héctor Castro Díaz","Toxicología Ambiental","Ph.D. en Neurociencias","Universidad Tecnológica de Pereira","Brasil","NIVEL-1 Básico","Suspendido","héctor.castro.díaz@progenitor.edu","05/11/1989","19/04/2013","5"
"CE-49127","Natalia Herrera Vargas","Toxicología Ambiental","Ph.D. Bioinformática","Universidad de Antioquia","Ecuador","NIVEL-3 Confidencial","Activo","natalia.herrera.varg@arklay-science.com","27/02/1962","02/04/2014","41"
